,id,tweet,subtask_a,subtask_b,subtask_c
9123,32638,"['cant', 'believe', 'twitter', 'would', 'ever', 'target', 'conservative', '🙄']",NOT,,
9124,97259,"['played', 'game', 'year', 'time', 'realize', 'lost', 'cause']",NOT,,
9125,41807,"['funny', '😂', 'url']",NOT,,
9126,53608,"['famous', 'daughter', 'care', 'really']",NOT,,
9127,77799,"['poor', 'comparison', 'jay', 'z', 'literally', 'said', 'fucked', 'na', 'baby', 'mom', 'left', 'condom', 'daughter', 'baby', 'seat', 'cardi', 'nicki', 'fighting']",OFF,TIN,IND
9128,12332,"['mean', 'still', 'superman', 'pleaseee', 'say', '🙏', '🏼', '🙏', '🏼', '🙏', '🏼', '🙏', '🏼']",NOT,,
9129,36791,"['kidding', 'one', 'paper', 'towel', 'throwing', 'stunt', 'seen', 'around', 'world', 'looked', 'ridiculous', 'clown', 'yet', 'nation', 'scorned', 'epic', 'fail', 'rescue', 'mission', 'puerto', 'rico']",OFF,TIN,IND
9130,72919,"['realize', 'tricky', 'wording', 'purpose', 'saying', 'kid', 'ice', 'center', 'mistreated']",NOT,,
9131,63522,"['much', 'rejoicing']",NOT,,
9132,71112,"['nazi', 'party', 'antifa', 'url']",NOT,,
9133,65780,"['good', 'one', 'seems', 'sexist']",OFF,TIN,IND
9134,30743,"['majority', 'used', 'money', 'buy', 'obsessed', 'w', 'would', 'regarding', 'brexit', 'power', 'amp', 'negotiating', 'reply', 'call', 'ge', 'amp', '’', 'get', 'answer']",NOT,,
9135,70686,"['trump', 'making', 'america', 'great', 'url']",NOT,,
9136,65840,"['wow', 'really', 'showing', 'lower', 'level', 'reviewing', 'government', 'antifa', 'promise', 'antifascism', 'lying', 'everyone', 'blaming', 'capitalism', 'know', 'instead', 'government', 'perverted']",NOT,,
9137,22258,"['right', '👍', '👍', 'maga', '🇺', '🇸', '🙏', '🇺', '🇸', 'wwgwga', '🇺', '🇸', '👊', '🇺', '🇸']",NOT,,
9138,97772,"['disgrace', 'defending', 'wrong', 'doings', 'anc', 'umdala', 'kangaka', 'yhuuu']",OFF,TIN,IND
9139,47484,"['didnt', 'see', 'matching', 'antifa', 'tbh']",NOT,,
9140,53569,['agree'],NOT,,
9141,66091,"['new', 'york', 'yankee', 'yall', 'better', 'start', 'acting', 'like', 'champion', 'bc', 'thats', 'lot', 'student', 'loan', 'debt', 'plenty', 'time', 'come', 'bronx', 'shakeyellmotivate', 'every', 'one', 'pinstriped', 'millionaire', 'believe', 'im', 'watching', 'url']",NOT,,
9142,57533,['ah'],NOT,,
9143,66785,"['m', 'ford', 'made', 'maga', 'mistake', 'escape', 'truth', 'going', 'useless', 'lie', 'stop', 'u', 'confirm', 'judge', 'kavanaugh', 'monday', 'motivaton', 'maga', 'wwgwga', 'walk', 'away', 'walk', 'away', 'democrat', 'url']",OFF,TIN,IND
9144,52875,"['put', 'claim', 'ambulance', 'chaser', 'anyway', 'anything', 'shyster', 'fool', 'bigger']",OFF,TIN,IND
9145,97052,"['omg', 'fuck', 'life', 'si']",OFF,TIN,GRP
9146,56301,"['antifa', 'nut', 'case']",NOT,,
9147,10979,"['sadder', 'still', 'guy', 'exist', 'bunch', 'farleft', 'child', 'dress', 'like', 'isi', 'burn', 'flag', 'attack', 'journalist', 'yet', 'young', 'leftist', 'activist', 'posing', 'journalist', 'dont', 'even', 'cover', 'group', 'antifa', 'violence', 'talk', 'bizarro', 'world']",NOT,,
9148,88448,"['take', 'lot', 'monthly', 'walk', 'mailbox', 'afford', 'kinda', 'cheese', 'liberal', 'wise', 'spending', 'habit', '😂']",NOT,,
9149,67656,"['disaster', 'waiting', 'happen']",NOT,,
9150,65913,"['dnc', 'corruption', 'url']",OFF,TIN,OTH
9151,56093,"['😉', '😍', '😘', 'welcome', 'anytime', 'dear', '😉', '😍', '😘', '😘']",NOT,,
9152,50752,"['face', 'consequence']",OFF,TIN,GRP
9153,67265,"['’', 'considered', 'hate', 'speech', 'liberal', 'republican', 'said', 'democrat', 'msm', 'would', 'raising', 'kind', 'hell', 'hypocrisy', 'expected']",OFF,TIN,GRP
9154,85926,"['new', 'post', 'former', 'theresa', 'may', 'aide', 'tanner', 'say', 'conservative', 'sleepwalking', 'opposition', 'published', 'sall', 'buzz', 'url', 'url']",NOT,,
9155,65440,"['nicki', 'even', 'know', 'dreamdoll', 'whole', 'bully']",OFF,TIN,IND
9156,92636,"['also', 'think', '’', 'success', 'nothing', 'gun', 'control', 'kid', 'murdered', 'school', 'people', 'need', 'posse', 'gun']",OFF,TIN,IND
9157,89120,"['irs', 'targeting', 'conservative', 'obama', 'sure', 'set', 'mark', 'low', 'deed']",NOT,,
9158,94184,"['right', 'sorry', 'little', 'man']",OFF,TIN,IND
9159,21570,"['guess', 'dont', 'know', 'im', 'talking', 'proud', 'boy', 'im', 'talkin', 'antifa', 'pro', 'antifa']",OFF,TIN,OTH
9160,80496,"['absolutely', 'beautiful', 'gorgeous', 'woman', 'inside']",NOT,,
9161,41827,"['life', 'chicago', 'think', 'gun', 'control', 'work', '😂', '😂', '😂', '😭', 'url']",OFF,TIN,OTH
9162,56628,['rockhardman'],NOT,,
9163,69807,"['dianne', 'feinstein', 'prof', 'nd', 'amendment', 'supporter', 'long', 'known', 'gun', 'control', 'law', 'url', 'url']",NOT,,
9164,74948,"['reading', 'give', 'anxiety', 'anxiety', 'really', 'suck', 'take', 'sheer', 'power', 'overcome', 'dont', 'afraid', 'seek', 'help', 'ask', 'doctor', 'need', 'medication', 'shame']",NOT,,
9165,11658,"['solution', 'gun', 'control', 'chief', '👇', '🏼', 'url']",NOT,,
9166,23935,"['beautiful', 'soul', 'heart', 'ache', 'loss', 'baby', 'happy', 'rainbow', 'baby', '❤', '️']",NOT,,
9167,78499,"['love', 'maga', '🇺', '🇸', '❤', '️', 'url']",NOT,,
9168,81338,"['’', 'get', 'least', 'bring', 'talk', 'work', 'feel', 'could', 'harm', 'might', 'surprised', 'sign', 'think', '’', '’', 'smart']",NOT,,
9169,21885,"['hey', 'michael', 'moore', 'another', 'hot', 'fudge', 'sunday', 'cookie', 'dough', 'bacon', 'fat', 'pizza', 'walk', 'away', 'maga']",NOT,,
9170,23199,"['bless', 'camp', 'organiser', 'aware', 'honestly', 'people', 'camp', 'supposed', 'fun', 'safe', 'place', 'predatory', 'ground', 'asdfghjkl']",NOT,,
9171,38231,"['thanks', 'vince', 'fucker', 'need', 'hold', 'chance', 'client', 'miss']",OFF,TIN,IND
9172,80877,"['right', 'time', 'stop', 'b', 'nonsense', 'left', 'time', 'prosecute', 'antifa', 'member', 'domestic', 'terrorist', 'well']",NOT,,
9173,52337,"['borrowed', 'time']",NOT,,
9174,85632,"['know', 'witch', 'another', 'fakelie', 'president', 'hate', 'america', 'leave', 'asap']",NOT,,
9175,65296,"['time', 'vote', 'spit', 'eye', 'liberal']",OFF,TIN,GRP
9176,44584,"['doesnt', 'support', 'better', 'question', 'hell', 'would', 'believe', 'someone', 'liberal', 'lying', 'shit', 'california', 'professor', 'recently', 'attacked', 'man', 'lock', 'sock', 'many', 'woman', 'faked', 'attack', 'sense', 'election']",OFF,TIN,GRP
9177,35252,"['mine', 'bbcan', 'top', 'tier', 'bb', 'season']",NOT,,
9178,59992,"['hopefully', '’', 'get', 'shot', 'repug', 'inaction', 'gun', 'control']",OFF,TIN,IND
9179,19805,"['love', 'mr', 'president', 'miss', 'president', 'office', 'class', 'act', 'friend', '🙂', '😙']",NOT,,
9180,63577,"['vinnie', '’', 'gonna', 'hunt', 'antifa', 'march', '’', 'hard', 'recognise', '😂']",NOT,,
9181,38989,"['joking', '😭']",NOT,,
9182,52812,"['gross', 'disgusting', 'revealing', 'response', 'care', 'daughter', 'came', 'home', 'said', 'thought', 'going', 'die', 'someone', 'tried', 'rape', 'one', 'sick', 'person', 'condone', 'participate', 'one', 'minute', 'america']",OFF,TIN,IND
9183,43479,"['meanwhile', 'medium', 'antifa', 'url']",NOT,,
9184,98619,"['polling', 'mexican', 'tacobellanotherkindoffood', '”', 'harris', '”', 'saysitall', 'iamone']",NOT,,
9185,10317,"['god', 'good', 'u', '🙏', '👍']",NOT,,
9186,16443,"['qanda', 'fahrenheit', 'coming', 'regarding', 'conservative', 'thought', 'police']",NOT,,
9187,64505,"['political', 'zealotry', 'amp', 'tribalism', 'new', 'religion', 'america', 'problem', 'contributing', 'url', 'partisanship', 'tcot', 'conservative', 'conservative', 'gop', 'democrat', 'progressive', 'liberal', 'think', 'reason']",NOT,,
9188,67176,"['right', 'protest', 'protesting', 'anthem', 'cause', 'people', 'even', 'recognize', 'protesting', 'nobody', 'even', 'talking', 'issue', 'fact', 'he', 'kneeling', 'anthem', 'counterproductive']",NOT,,
9189,72001,"['difference', 'affecting', 'crime', 'rate', 'hi', 'conus', 'gun', 'control']",NOT,,
9190,32181,"['newer', 'info', 'week', 'obvious', 'right', 'kaz', 'said', 'june', 'ipo', 'go', 'nov', 'sept', 'say', 'hold', 'filing', 'issue', 'simply', 'change', 'control', 'right', 'sure', 'enjoyable', 'listening']",NOT,,
9191,12260,"['shit', 'lmaaaooo', 'making', 'sure']",OFF,UNT,
9192,95678,"['bono', 'care', 'soon', 'people', 'understand', 'gain', 'nothing', 'following', 'phony', 'celebrity', 'become', 'leader', 'people', 'instead', 'help', 'support', 'fellow', 'countryman']",NOT,,
9193,11211,"['’', 'unique', 'situation', 'bc', 'apparently', 'knew', 'well', 'supposedly', 'dated', '’', 'see', 'detail', 'emerge', 'url']",NOT,,
9194,97276,"['liberal', 'pitching', 'fit']",NOT,,
9195,70193,"['’', 'convenient', 'democrat', 'must', 'destroy', 'man', 'front', 'wife', 'child', 'sake', 'power', 'power', 'allows', 'weaponize', 'fbi', 'cia', 'nsa', 'irs', 'used', 'conservative']",OFF,TIN,OTH
9196,80324,"['literally', 'told', 'thought', '“', 'fake', 'nice', 'bitch', '”', 'url']",OFF,TIN,IND
9197,19289,"['complete', 'idiot']",OFF,TIN,IND
9198,83339,"['stinking', 'medium', 'say', 'antifa', 'code', 'pink', 'black', 'radicalsevery', 'one', 'ever', 'saw', 'racist', 'white', 'democrat', 'blame', 'violence', 'blacksbad', 'stuff']",OFF,TIN,OTH
9199,39623,"['beeto', 'drunk', 'driver', 'leave', 'scene', 'accident', 'vote', 'sewed', 'maga', 'tx', 'sen', 'url']",OFF,UNT,
9200,89778,"['liberal', 'stand']",NOT,,
9201,86892,['prayer'],NOT,,
9202,43465,"['worst', 'speaker', 'ever']",OFF,TIN,IND
9203,95473,"['fake', 'news', 'finest', 'change', 'name', 'antifa', 'chicken', 'gropers', 'news', 'cant', 'use']",NOT,,
9204,84536,"['yes', 'isnt', 'investigation']",NOT,,
9205,20387,"['’', 'car', '🚗']",NOT,,
9206,32542,"['liberal', 'never', 'apologize']",NOT,,
9207,97010,['disgrace'],NOT,,
9208,76616,"['eric', 'fast', 'n', 'furious', 'holder']",NOT,,
9209,61240,"['im', 'jr', 'nothing', 'dont', 'waste', 'time', 'human', 'waste']",OFF,TIN,IND
9210,88696,"['look', 'like', 'big', 'group', 'way', 'lean', 'team', 'trump', 'maga', 'url']",NOT,,
9211,42266,"['stating', 'fact', 'rate', 'black', 'people', 'murdered', 'black', 'people', 'much', 'higher', 'murdered', 'white', 'people', 'shine', 'light', 'save', 'chicago']",NOT,,
9212,93653,"['strange', 'gun', 'control', 'never', 'work', 'criminal', 'never', 'obey', 'law', 'first', 'responder', 'url']",NOT,,
9213,75591,"['false', '🤣']",NOT,,
9214,64917,"['album', 'boring', '🤒', 'way', 'as', 'took', 'forever', 'make', '’', 'even', 'close', 'djsjsjjs', 'could']",OFF,TIN,IND
9215,50431,"['shes', 'probably', 'millionaire', 'get', 'paid', 'money', 'slander', 'ruin', 'someone', 'name', 'go', 'away', 'dont', 'want', 'get', 'sued', 'slanderlibel', 'democrat', 'party', 'pay', 'lot', 'money', 'get', 'people', 'make', 'false', 'accusation', 'conservative']",OFF,TIN,GRP
9216,75717,['yes'],NOT,,
9217,13552,"['good', 'vibe', 'going', 'towards', 'robert']",NOT,,
9218,82989,"['climate', 'change', 'myth', 'gun', 'control', 'unconstitutional', 'gestapo', 'stupid', 'thing', 'say', 'upholding', 'law', 'book', 'since', 'dumbass']",OFF,TIN,GRP
9219,41314,"['remembers', 'leftist', 'argument', 'favor', 'antifa', 'right', 'around', 'first', 'became', 'national', 'news']",NOT,,
9220,60287,"['follow', 'pen', '🖋', 'maga', '🇺', '🇸', 'mightier', 'sword', '🗡', 'qanon', '🇺', '🇸', 'wwgwga', '🇺', '🇸']",NOT,,
9221,31996,"['there', 'entire', 'faction', 'dedicated', 'idea', 'school', 'shooting', 'faked', 'try', 'get', 'gun', 'control', 'law', 'passed']",OFF,TIN,GRP
9222,86689,"['debt', 'unsubstantiated', 'backed', 'full', 'faith', 'credit', 'united', 'state', 'except', 'conservative', 'decide', 'dont', 'believe']",NOT,,
9223,19300,"['shouldve', 'followed', 'flake', 'lead', 'left', 'senate', 'one', 'unpopular', 'guy', 'always', 'working', 'potus', 'another', 'rino', 'senate', 'swamp', 'creature']",NOT,,
9224,87598,"['bo', 'bitterly', 'po', '’', 'donald', 'trump', 'presidency', 'made', 'look', 'like', 'bad', 'president']",NOT,,
9225,67685,"['hope', 'shocked', 'bad', 'november', 'kag']",NOT,,
9226,79245,"['cute', 'doesnt', 'look', 'like']",NOT,,
9227,93404,"['yes', 'please', 'take', 'constitution', 'away', 'u', 'took', 'article', 'sec', 'away', 'know', 'took', 'away', 'u', 'one', 'section', 'constitution', 'gun', 'control', 'law', 'come', 'form', 'thank']",NOT,,
9228,36869,"['keep', 'going', 'patriot', 'friend', 'dont', 'spam', 'dont', 'spam', 'send', 'follower', 'url']",NOT,,
9229,14098,"['anyone', 'proof', 'read', 'article', 'post', 'article', 'state', 'victim', 'hospital', 'critical', 'condition', 'remains', 'probably', 'best', 'headline', 'tell', 'u', 'dead', 'sack', 'yo', 'work', 'experience', 'kid', 'put', 'together']",NOT,,
9230,70111,"['think', 'antifa', 'stand', 'fascist', 'decent', 'people', 'look', 'history', 'flabby', 'bigot', 'run', 'tail', 'leg', 'like', 'always']",OFF,TIN,IND
9231,85036,"['yeah', 'antifa', 'nothing', 'violent', 'thug', 'assault', 'anyone', 'everything']",OFF,TIN,IND
9232,15930,"['add', 'bought']",NOT,,
9233,86256,"['black', 'conservative', 'routinely', 'labeled', 'black', '“', 'uncle', 'tom', '’', '”', 'attacking', 'black', 'conservative', 'black']",NOT,,
9234,93610,"['player', 'stand', 'counted', 'like', 'soccer', 'player', 'url']",OFF,TIN,GRP
9235,95376,"['never', 'get', 'tired', 'winning', 'url']",NOT,,
9236,49588,['ouch'],NOT,,
9237,86387,"['amp', 'come', 'save', 'america', 'like', 'superheroes', 'url']",NOT,,
9238,29104,"['dont', 'need', 'makeup', 'bc', 'beautiful', 'asf', 'angel', '💗', '💗', '💗', 'love', 'u']",NOT,,
9239,47866,"['he', 'mad', 'po', 'couldnt', 'crap', 'except', 'divide', 'country']",OFF,TIN,IND
9240,56360,"['’', 'still', 'listening', '—', 'hear', 'mumbojumbo']",NOT,,
9241,39434,"['converted', 'christian', 'also', 'muslim', 'also', 'leftleaning', 'liberal', 'also']",NOT,,
9242,45353,"['white', 'liberal', 'see', 'black', 'equal', 'people', 'pitied', 'felt', 'sorry', 'use', 'victim', 'mindset', 'waled', 'away', 'url']",NOT,,
9243,18765,"['cruz', 'need', 'add', 'antifa', 'proposed', 'act', 'way', 'literally', 'kill', 'bird', 'afeather', 'one', 'stone']",NOT,,
9244,39441,"['tf', 'white', 'devil', 'jersey', 'shore', 'bitch']",OFF,TIN,IND
9245,59102,"['hope', 'show', 'plug', 'bullet', 'hole', 'people', 'getting', 'fed', 'mommy', 'warrior', 'bad', 'thing', 'going', 'happen', 'antifa', 'soon', 'reigned']",OFF,TIN,OTH
9246,50519,['nope'],NOT,,
9247,78443,"['pat', 'tear', 'gosh', 'dammit', 'sniff', 'sigh', 'baby', 'sniff', 'doesnt', 'deserve', '💔', '😭', 'precious', 'url']",OFF,UNT,
9248,47507,"['hopefully', 'indicted', 'soon', 'least', 'loretta', 'lynch', 'charming', 'eloquent']",NOT,,
9249,29793,"['guncontrol', 'specifically', 'target', 'minority', 'entire', 'reason', 'gun', 'control', 'exists', 'pure', 'unadulterated', 'racism', 'bigot', 'like', 'wanted', 'keep', 'recentlyfreed', 'slave', 'disarmed', 'subordinate', 'thankfully', 'weve', 'grown', 'url']",NOT,,
9250,90594,"['post', 'conservative', 'declaring', 'ford', 'liar', 'without', 'evidence', 'url']",OFF,TIN,GRP
9251,41069,"['black', 'would', 'cute', 'w', 'ur', 'skin', 'tone']",NOT,,
9252,19237,"['hardly', 'problem', 'antifa', 'hundred', 'showed', 'riot', 'destroy']",OFF,TIN,GRP
9253,93224,"['wish', 'suck', 'angel', 'cookie']",NOT,,
9254,60998,"['prepping', 'flood', 'url']",NOT,,
9255,90300,"['dallon', 'said', 'lit', 'im', 'sorry', 'sweetie', 'cancelled']",NOT,,
9256,78129,"['division', 'nation', 'utter', 'nonsense']",OFF,TIN,OTH
9257,99087,"['“', 'yes', 'one', 'make', 'threat', '”', 'really', 'happens', 'call', 'assassination', 'antifa', 'great', 'damage', 'done', 'inauguration', 'day', 'parkland', 'ltlt', 'trained', 'obama', 'policy', 'scalise', 'near', '“', 'hit', '”', 'go', 'home', 'swalwell']",NOT,,
9258,54104,"['’', 'fighting', 'back', 'corporate', 'gun', 'control', 'could', 'use', 'help', 'spreading', 'word', 'check', 'url']",NOT,,
9259,98111,"['actually', 'wrong', 'number', 'substantially', 'better', 'trump', 'directly', 'effect', 'tax', 'cut', 'deregulation']",NOT,,
9260,90551,"['listen', 'carefully', 'leftist', 'exactly', 'liberal', 'amp', 'leftist', '’', 'trusted']",NOT,,
9261,79448,['bitch'],OFF,TIN,IND
9262,63747,"['sound', 'like', 'describing', 'trump']",NOT,,
9263,96880,"['hitler', 'would', 'proud', 'david', 'hogg', 'trying', 'disarm', 'american', 'citizen', 'democrat', 'come', 'powerwe', 'helpless', 'cannot', 'defend', 'ourselvesamp', 'thats', 'ar', 'url']",NOT,,
9264,45422,"['fail', 'realize', 'even', 'trump', 'supporter', 'decide', 'use', 'force', 'protest', 'like', 'lunatic', 'left', 'like', 'white', 'sleeve', 'antifa', 'soy', 'boy', 'really', 'want', 'keep', 'level', 'rhetoric']",OFF,TIN,OTH
9265,95660,"['allowed', 'rule', 'believe', 'woman', 'support', 'love', 'put', 'fav', 'team', 'jersey', 'sit', 'next', 'even', 'hate', 'football', '’', '’', 'one']",NOT,,
9266,84745,"['monster', 'place', 'find', 'job', 'near', 'company', 'hiring', 'right', 'future', 'could', 'change', 'fill', 'application', 'url', 'ld']",NOT,,
9267,45619,"['yes', '😄', 'passion', 'lovely', '😊']",NOT,,
9268,28142,"['way', 'maybe']",NOT,,
9269,21063,"['give', 'fricking', 'break', 'worse', 'southern', 'baptist', 'pagan', 'idolatrous']",OFF,TIN,OTH
9270,83747,"['ironic', 'woman', 'vouched', 'kavanagh', 'arent', 'vouching', 'anymore', 'almost', 'like', 'originally', 'arranged', 'vouch', 'without', 'knowing', 'history', 'huh', 'maga', 'url']",NOT,,
9271,13625,"['trump', 'movie', 'stream', 'free', 'maga', 'maga', 'url', 'url']",NOT,,
9272,62103,"['oh', 'shit']",OFF,TIN,IND
9273,81105,"['well', 'cut']",NOT,,
9274,87582,"['good', 'drawing']",NOT,,
9275,26809,"['bn', 'notong', 'term', 'shud', 'b', 'annually']",NOT,,
9276,25472,"['fact', 'still', 'nominee', 'disgusting']",OFF,TIN,IND
9277,77786,"['poor', 'old', 'rudy', 'full', 'shit', 'christmas', 'goose']",OFF,TIN,IND
9278,91177,"['amen', 'brother', 'bringing', 'back', 'america', 'great', 'country', 'bring', 'president', 'donald', 'j', 'trump']",NOT,,
9279,86940,"['go', 'home', 'newspeak']",NOT,,
9280,72619,"['omg', '💕']",NOT,,
9281,50160,"['stop', 'trying', 'convince', 'people', 'extremely', 'unpopular', 'unfortunately', 'isnt', 'take', 'away', 'urgency', 'liberal', 'vote', 'november', 'blue', 'wave', 'nonsense', 'happen', 'people', 'comfortable', 'happen', 'whether', 'vote']",NOT,,
9282,50748,"['really', 'want', 'need', 'lt', 'lt', 'biggest', 'fan', 'love', 'personality', 'love']",NOT,,
9283,95238,"['twitter', 'place', 'everyone', 'voice', 'including', 'conservative', 'le', 'shadowbanning', 'throttling', 'conservative', 'account', 'freedom', 'speech', 'throwback', 'ben', 'garrison', 'cartoon', 'url', 'url']",NOT,,
9284,91607,"['image', 'tell', 'story', 'generation', 'people', 'self', 'medicating', 'manage', 'distress', 'cant', 'count', 'number', 'people', 'lost', 'like', 'say', 'many', 'cant', 'see', 'beyond', 'sickening', 'label']",NOT,,
9285,18448,"['grab', 'em', 'pussy', 'whats', 'problem']",OFF,TIN,IND
9286,95837,"['looking', 'forward', 'meeting', 'conference']",NOT,,
9287,29683,"['followed', 'previously', 'followed', 'maga', 'kag', 'walkaway', 'trumptrain', 'nodaca', 'iwantthewall', 'url']",NOT,,
9288,50919,"['hey', 'lady', 'watch', 'saturday', 'night', 'jesse', 'keep', 'good', 'work', 'right', 'jon', 'voight', 'god', 'man', 'bless', 'heart', 'standing', 'president', 'mean', 'evil', 'people', 'mad', 'dangerous', 'want', 'hope', 'change', 'america']",OFF,TIN,GRP
9289,72198,"['million', 'american', 'understand', 'embarrassed', 'dealt', 'watching', 'country', 'divided', 'progressive', 'ideology', 'year', 'ruled', 'entitled', 'elitist', 'liberal', 'yep', 'url']",NOT,,
9290,16602,"['go', 'chequer', 'finished']",NOT,,
9291,68304,"['billy', 'shear', 'rip', 'mad', 'captain', 'donald', 'trump', 'climate', 'change', 'song']",NOT,,
9292,84668,"['feinstein', 'give', 'grieving', 'parkland', 'gun', 'control', 'nut', 'parent', 'guttenburg', 'full', 'pas', 'get', 'kavanaugh', 'threw', 'body', 'guard', 'full', 'protection', 'mode', 'guttenburg', 'hate', 'trump', 'kavanaugh', 'threatened', 'site', 'blame', 'daughter', 'death']",NOT,,
9293,15611,"['holding', 'life', 'hostage', 'tried', 'everything', 'asked', 'get', 'freeze', 'removed', 'week', 'done', 'nothing', 'make', 'happen', 'made', 'easy', 'none', 'antiquated', 'system', 'work', 'customer', 'service', 'nonexistent']",NOT,,
9294,20191,"['high', 'road', 'shit', 'doesnt', 'work', 'trumpconservativesrepublicansgopmagats', 'mister', 'nice', 'guy', 'say', 'go', 'low', 'go', 'jugular', 'stopped']",NOT,,
9295,31564,"['nyt', 'always', 'see', 'church', 'committee', 'amp', 'legacy', 'ash', 'infiltrated', 'deep', 'state', 'actor', 'extent', 'deep', 'state', 'go', 'see', 'dojfbi', 'criminality']",NOT,,
9296,30188,"['want', 'believe', 'research', 'discover', 'truth', 'want', 'people', 'see', 'big', 'picture', 'found', 'fake', 'news', 'lead', 'people', 'echo', 'chamber', 'censorship', 'conservative', 'bad', 'idea', 'url']",NOT,,
9297,83182,"['liberal', 'idiot']",OFF,TIN,GRP
9298,64135,"['eto', 'ba', 'ang', 'hindi', 'corrupt', 'naive', 'think', 'admin', 'different', 'previous', 'admins', 'url']",NOT,,
9299,71079,"['unfortunately', 'gun', 'control', 'long', 'game', 'house', 'always', 'win']",OFF,TIN,IND
9300,61175,"['stupid', 'game', 'youre', 'playing', 'going', 'work', 'kavanaugh', 'confirmed', 'confirm', 'kavanaugh', 'maga', 'trumpstrong', 'americafirst', 'draintheswamp', 'voterepublican', 'trumpstrong', 'winning', '🇺', '🇸', '🇺', '🇸', '🇺', '🇸']",OFF,UNT,
9301,84287,"['climb', 'chart', 'christian', 'musiconly', 'wither', 'fig', 'tree', 'false', 'prophet']",OFF,TIN,IND
9302,66988,"['fanatical', 'sycophant', 'religious', 'extremist', 'fucking', 'close', 'getting', 'another', 'white', 'supremacist', 'evangelical', 'supreme', 'court', 'overturn', 'roev', 'wade', 'wouldnt', 'suck', 'rug', 'pulled', 'underneath', 'foot', 'maga', 'fuckoff', 'gilead', 'kavanaugh', 'url']",OFF,UNT,
9303,38375,"['see', 'speechless', '😂', '😂', '😂']",NOT,,
9304,29152,"['vote', 'kavanaugh', 'committed', 'perjury', 'dodgy', 'financials', 'think', 'president', 'law', 'think', 'contraceptive', 'abortion', 'inducing', 'drug', 'extreme', 'sc']",OFF,TIN,IND
9305,97573,"['democrat', 'refuse', 'understand', 'freedomis', 'several', 'side', 'every', 'situation', 'understanding', 'intellectual', 'reason', 'u', '’', 'survive', 'today', 'society', 'one', 'sided', 'fakelife', 'truth', 'set', 'u', 'free', 'maga', '🇺', '🇸', '👍', '🏽', 'url']",NOT,,
9306,11326,"['sick', 'white', 'neo', 'liberal', 'speaking', 'black', 'people', 'saying', 'love', 'hillary', 'deluded', '’', 'like', 'rep', '‘', 'black', 'life', 'matter', '’', 'appear', 'woke', 'enough', 'keep', 'railing', 'bernie', 'supporter', 'know', '’', 'care', 'b', 'hillary', 'lost', 'trump']",OFF,TIN,GRP
9307,50050,"['fuck', 'bad', 'leslie', 'def', 'added', 'tho', 'lmao', 'im', 'give', 'ypu']",OFF,TIN,GRP
9308,59163,"['today', 'announce', 'new', 'longerterm', 'partnership', 'opened', 'ambitious', 'housing', 'association', 'groundbreaking', '£', 'billion', 'initiativethe', 'first', 'time', 'government', 'offered', 'housing', 'association', 'longterm', 'certainty', '🏘', '🏘', '🏘', 'url']",NOT,,
9309,73885,"['’', 'kitchen', 'partner', 'haley', '’', 'right', 'hand', 'man']",NOT,,
9310,18718,"['fan', 'left']",NOT,,
9311,88938,"['knew', 'conservative', 'would', 'destroy', 'world', '’', 'hoped', 'remain', 'anonymous', 'url']",NOT,,
9312,50005,"['agree', 'completely', 'view', 'gun', 'control', 'seems', 'like', '’', 'common', 'sense', 'think', '’', 'uncommon', 'use', 'common', 'sense', 'trying', 'find', 'way', 'stop', 'gun', 'violence']",NOT,,
9313,37753,"['lmaooo', 'fucking', 'love', 'see', 'hotties', 'soon', 'xox']",OFF,TIN,IND
9314,17769,"['let', 'guess', 'victim', 'circumstance', 'heaven', 'forbid', 'got', 'shot', 'robbing', 'place', 'moron', 'liberal', 'would', 'screaming', 'gun', 'control', 'kid', 'control', 'upbringing', 'control', 'self', 'control']",OFF,TIN,IND
9315,57752,"['calif', 'buy', 'maga', 'url']",NOT,,
9316,24885,"['endure', 'assault', 'every', 'aspect', 'life', 'personality', 'never', 'seen', 'politics', 'relentless', 'come', 'side', 'day', 'new', 'drama', 'emerges', 'supporter', 'deal', 'would', 'test', 'psychological', 'warfare']",NOT,,
9317,32399,"['lost', 'virginity', 'process', 'turned', 'clown', 'show', 'protestors', 'democrat', 'paid', 'unethical', 'hate', 'show', 'everyway', 'trump', 'denounced', 'natzi', 'group', 'bad', 'side', 'true', 'democrat', 'refuse', 'denounce', 'antifa', 'democratic', 'domestic', 'terror']",OFF,TIN,OTH
9318,25109,"['side', 'antifa', 'handmaid', 'calling', '“', 'radical', '”']",NOT,,
9319,21867,"['right', 'wanna', 'know', 'phone', 'calling', 'police', 'anyway', 'fuckin', 'run', 'rhonda', 'lol']",OFF,UNT,
9320,54087,"['say', 'liberal', 'make', 'false', 'promise', '’', 'wall', 'coming', '’', 'denuclearization', 'nk', 'coming', '“', 'tax', 'break', '”', 'working', 'nice', 'ole', 'tariff', 'got', 'huh', 'yea', 'keep', 'saying', 'wild', 'outlandish', 'shit', 'make', 'feel', 'better']",NOT,,
9321,64948,"['sexual', 'assault', 'disqualify', 'nomination', 'ask', 'didnt', 'ask', 'question', 'private', 'public', 'hearing', 'accuser', 'posting', 'facebook', 'stopping', 'conservative', 'trump', 'dems', 'still', 'trot', 'bill', 'clinton']",NOT,,
